STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,STATISTICAL_OPERATION,Statistical operation,INST_TYPE_EDU,Type of educational institution,EDUCATION_LEV,Education level,PERS_TYPE,Type of personnel,PERS_QUAL_LEV,Qualification level,PERS_EXP_LEV,Experience level,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period,CURRENCY,Currency,REF_PERIOD,Reference period,DECIMALS,Decimals
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,HRV,Croatia,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP,Most prevalent qualification,EXP10,After 10 years of experience,17882.38113632877,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ESP,Spain,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP10,After 10 years of experience,40119.13533878374,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ESP,Spain,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP,Most prevalent qualification,EXP10,After 10 years of experience,40119.13533878374,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ESP,Spain,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN,Minimum qualification,EXP10,After 10 years of experience,40119.13533878374,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ESP,Spain,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP10,After 10 years of experience,40119.13533878374,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ESP,Spain,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX,Maximum qualification,EXP10,After 10 years of experience,40119.13533878374,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ESP,Spain,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXP10,After 10 years of experience,42390.80951407291,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SVN,Slovenia,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXP10,After 10 years of experience,26354.5,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SVN,Slovenia,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN,Minimum qualification,EXP10,After 10 years of experience,26354.5,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SVN,Slovenia,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP10,After 10 years of experience,26354.5,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SVN,Slovenia,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP,Most prevalent qualification,EXP10,After 10 years of experience,26354.5,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SVN,Slovenia,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP10,After 10 years of experience,26354.5,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SVN,Slovenia,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX,Maximum qualification,EXP10,After 10 years of experience,26354.5,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SVK,Slovak Republic,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN,Minimum qualification,EXP10,After 10 years of experience,13562,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SVK,Slovak Republic,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXP10,After 10 years of experience,17006,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SVK,Slovak Republic,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP10,After 10 years of experience,13562,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SVK,Slovak Republic,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX,Maximum qualification,EXP10,After 10 years of experience,17006,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SVK,Slovak Republic,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP,Most prevalent qualification,EXP10,After 10 years of experience,13562,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,SVK,Slovak Republic,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP10,After 10 years of experience,13562,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,PRT,Portugal,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX,Maximum qualification,EXP10,After 10 years of experience,28360,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,PRT,Portugal,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXP10,After 10 years of experience,28360,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,PRT,Portugal,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP10,After 10 years of experience,28360,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,PRT,Portugal,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN,Minimum qualification,EXP10,After 10 years of experience,28360,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,PRT,Portugal,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP,Most prevalent qualification,EXP10,After 10 years of experience,28360,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,PRT,Portugal,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP10,After 10 years of experience,28360,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,NLD,Netherlands,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX,Maximum qualification,EXP10,After 10 years of experience,67277.73037899326,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,NLD,Netherlands,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN,Minimum qualification,EXP10,After 10 years of experience,67277.73037899326,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,NLD,Netherlands,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP10,After 10 years of experience,67277.73037899326,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,NLD,Netherlands,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXP10,After 10 years of experience,67277.73037899326,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,NLD,Netherlands,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP,Most prevalent qualification,EXP10,After 10 years of experience,67277.73037899326,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,NLD,Netherlands,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP10,After 10 years of experience,67277.73037899326,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LUX,Luxembourg,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP10,After 10 years of experience,105736.26,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LUX,Luxembourg,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP10,After 10 years of experience,105736.26,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LUX,Luxembourg,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP,Most prevalent qualification,EXP10,After 10 years of experience,105736.26,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LUX,Luxembourg,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN,Minimum qualification,EXP10,After 10 years of experience,105736.26,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LUX,Luxembourg,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX,Maximum qualification,EXP10,After 10 years of experience,105736.26,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LUX,Luxembourg,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXP10,After 10 years of experience,105736.26,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LTU,Lithuania,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN,Minimum qualification,EXP10,After 10 years of experience,20066,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LTU,Lithuania,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP,Most prevalent qualification,EXP10,After 10 years of experience,20066,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LTU,Lithuania,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX,Maximum qualification,EXP10,After 10 years of experience,20066,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LTU,Lithuania,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP10,After 10 years of experience,20066,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LTU,Lithuania,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP10,After 10 years of experience,20066,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LTU,Lithuania,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXP10,After 10 years of experience,20066,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ITA,Italy,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN,Minimum qualification,EXP10,After 10 years of experience,30603.3375,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ITA,Italy,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXP10,After 10 years of experience,30603.3375,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ITA,Italy,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP10,After 10 years of experience,30603.3375,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,EUR,Euro,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,UKM,Scotland,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,TYP,Most prevalent qualification,EXPMAX,At top of the salary scale,47565,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,GBP,Pound sterling,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,UKM,Scotland,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MAX,Maximum qualification,EXPMAX,At top of the salary scale,47565,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,GBP,Pound sterling,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,UKM,Scotland,SAL_STA,Statutory salaries,XDC,National currency,OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX,Maximum qualification,EXP15,After 15 years of experience,47565,NA,A,Normal value,NA,NA,V,Current prices,NA,NA,GBP,Pound sterling,2023,NA,0,Zero
